,Date,Type,Chain,Market,APY %,Weight %
0,2026-01-01,Pendle LP,ethereum,PT-reUSDe-25JUN2026,18.95,14.29
1,2026-01-01,Pendle LP,ethereum,PT-sNUSD-5MAR2026,15.59,14.29
2,2026-01-01,Pendle LP,ethereum,PT-srUSDe-2APR2026,9.08,14.29
3,2026-01-01,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,14.29
4,2026-01-01,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,14.29
5,2026-01-01,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,14.29
6,2026-01-01,Uniswap MM,arbitrum,WBTC/USDC,7.72,14.29
7,2026-01-02,Pendle LP,ethereum,PT-reUSDe-25JUN2026,19.46,6.67
8,2026-01-02,Pendle LP,ethereum,PT-sNUSD-5MAR2026,15.86,6.67
9,2026-01-02,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,6.67
10,2026-01-02,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,6.67
11,2026-01-02,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,6.67
12,2026-01-02,Uniswap MM,arbitrum,ETH/USDC,39.38,6.67
13,2026-01-02,Uniswap MM,mainnet,ETH/USDC,14.62,6.67
14,2026-01-02,Uniswap MM,unichain,ETH/USDC,6.63,6.67
15,2026-01-02,Uniswap MM,arbitrum,ETH/USDT,14.27,6.67
16,2026-01-02,Uniswap MM,mainnet,ETH/USDT,8.6,6.67
17,2026-01-02,Uniswap MM,arbitrum,WBTC/USDC,43.53,6.67
18,2026-01-02,Uniswap MM,mainnet,WBTC/USDC,9.2,6.67
19,2026-01-02,Uniswap MM,unichain,WBTC/USDC,13.66,6.67
20,2026-01-02,Uniswap MM,mainnet,WBTC/USDT,15.94,6.67
21,2026-01-02,Uniswap MM,unichain,WBTC/USDT,6.52,6.67
22,2026-01-03,Pendle LP,ethereum,PT-reUSDe-25JUN2026,19.46,14.29
23,2026-01-03,Pendle LP,ethereum,PT-sNUSD-5MAR2026,15.8,14.29
24,2026-01-03,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,14.29
25,2026-01-03,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,14.29
26,2026-01-03,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,14.29
27,2026-01-03,Uniswap MM,arbitrum,ETH/USDC,10.63,14.29
28,2026-01-03,Uniswap MM,arbitrum,WBTC/USDC,12.3,14.29
29,2026-01-04,Pendle LP,ethereum,PT-reUSDe-25JUN2026,19.34,12.5
30,2026-01-04,Pendle LP,ethereum,PT-sNUSD-5MAR2026,15.91,12.5
31,2026-01-04,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,12.5
32,2026-01-04,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,12.5
33,2026-01-04,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,12.5
34,2026-01-04,Uniswap MM,arbitrum,ETH/USDC,15.82,12.5
35,2026-01-04,Uniswap MM,mainnet,ETH/USDC,6.67,12.5
36,2026-01-04,Uniswap MM,arbitrum,WBTC/USDC,16.54,12.5
37,2026-01-05,Pendle LP,ethereum,PT-reUSDe-25JUN2026,15.87,7.14
38,2026-01-05,Pendle LP,ethereum,PT-sNUSD-5MAR2026,16.01,7.14
39,2026-01-05,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,7.14
40,2026-01-05,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,7.14
41,2026-01-05,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,7.14
42,2026-01-05,Uniswap MM,arbitrum,ETH/USDC,38.66,7.14
43,2026-01-05,Uniswap MM,mainnet,ETH/USDC,25.82,7.14
44,2026-01-05,Uniswap MM,unichain,ETH/USDC,6.86,7.14
45,2026-01-05,Uniswap MM,arbitrum,ETH/USDT,15.59,7.14
46,2026-01-05,Uniswap MM,mainnet,ETH/USDT,8.89,7.14
47,2026-01-05,Uniswap MM,arbitrum,WBTC/USDC,37.25,7.14
48,2026-01-05,Uniswap MM,mainnet,WBTC/USDC,7.52,7.14
49,2026-01-05,Uniswap MM,unichain,WBTC/USDC,10.31,7.14
50,2026-01-05,Uniswap MM,mainnet,WBTC/USDT,14.15,7.14
51,2026-01-06,Pendle LP,ethereum,PT-reUSDe-25JUN2026,15.68,7.14
52,2026-01-06,Pendle LP,ethereum,PT-sNUSD-5MAR2026,15.79,7.14
53,2026-01-06,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,7.14
54,2026-01-06,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,7.14
55,2026-01-06,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,7.14
56,2026-01-06,Uniswap MM,arbitrum,ETH/USDC,38.18,7.14
57,2026-01-06,Uniswap MM,mainnet,ETH/USDC,28.8,7.14
58,2026-01-06,Uniswap MM,unichain,ETH/USDC,7.17,7.14
59,2026-01-06,Uniswap MM,arbitrum,ETH/USDT,15.28,7.14
60,2026-01-06,Uniswap MM,mainnet,ETH/USDT,10.05,7.14
61,2026-01-06,Uniswap MM,arbitrum,WBTC/USDC,39.28,7.14
62,2026-01-06,Uniswap MM,mainnet,WBTC/USDC,7.7,7.14
63,2026-01-06,Uniswap MM,unichain,WBTC/USDC,12.67,7.14
64,2026-01-06,Uniswap MM,mainnet,WBTC/USDT,16.11,7.14
65,2026-01-07,Pendle LP,ethereum,PT-reUSDe-25JUN2026,15.56,7.69
66,2026-01-07,Pendle LP,ethereum,PT-sNUSD-5MAR2026,15.51,7.69
67,2026-01-07,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,7.69
68,2026-01-07,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,7.69
69,2026-01-07,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,7.69
70,2026-01-07,Uniswap MM,arbitrum,ETH/USDC,36.52,7.69
71,2026-01-07,Uniswap MM,mainnet,ETH/USDC,20.88,7.69
72,2026-01-07,Uniswap MM,unichain,ETH/USDC,6.6,7.69
73,2026-01-07,Uniswap MM,arbitrum,ETH/USDT,13.93,7.69
74,2026-01-07,Uniswap MM,mainnet,ETH/USDT,7.68,7.69
75,2026-01-07,Uniswap MM,arbitrum,WBTC/USDC,34.8,7.69
76,2026-01-07,Uniswap MM,unichain,WBTC/USDC,9,7.69
77,2026-01-07,Uniswap MM,mainnet,WBTC/USDT,9.76,7.69
78,2026-01-08,Pendle LP,ethereum,PT-reUSDe-25JUN2026,15.7,6.67
79,2026-01-08,Pendle LP,ethereum,PT-sNUSD-5MAR2026,14.95,6.67
80,2026-01-08,Pendle LP,ethereum,PT-srUSDe-2APR2026,6.63,6.67
81,2026-01-08,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,6.67
82,2026-01-08,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,6.67
83,2026-01-08,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,6.67
84,2026-01-08,Uniswap MM,arbitrum,ETH/USDC,36.46,6.67
85,2026-01-08,Uniswap MM,mainnet,ETH/USDC,23.3,6.67
86,2026-01-08,Uniswap MM,unichain,ETH/USDC,6.55,6.67
87,2026-01-08,Uniswap MM,arbitrum,ETH/USDT,13.58,6.67
88,2026-01-08,Uniswap MM,mainnet,ETH/USDT,7.02,6.67
89,2026-01-08,Uniswap MM,arbitrum,WBTC/USDC,35.93,6.67
90,2026-01-08,Uniswap MM,unichain,WBTC/USDC,12.23,6.67
91,2026-01-08,Uniswap MM,mainnet,WBTC/USDT,11.85,6.67
92,2026-01-08,Uniswap MM,unichain,WBTC/USDT,7.54,6.67
93,2026-01-09,Pendle LP,ethereum,PT-reUSDe-25JUN2026,15.58,6.25
94,2026-01-09,Pendle LP,ethereum,PT-sNUSD-5MAR2026,14.76,6.25
95,2026-01-09,Pendle LP,ethereum,PT-srUSDe-2APR2026,6.53,6.25
96,2026-01-09,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,6.25
97,2026-01-09,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,6.25
98,2026-01-09,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,6.25
99,2026-01-09,Uniswap MM,arbitrum,ETH/USDC,38.32,6.25
100,2026-01-09,Uniswap MM,mainnet,ETH/USDC,26.19,6.25
101,2026-01-09,Uniswap MM,unichain,ETH/USDC,6.56,6.25
102,2026-01-09,Uniswap MM,arbitrum,ETH/USDT,14.23,6.25
103,2026-01-09,Uniswap MM,mainnet,ETH/USDT,8.82,6.25
104,2026-01-09,Uniswap MM,arbitrum,WBTC/USDC,37.78,6.25
105,2026-01-09,Uniswap MM,mainnet,WBTC/USDC,7.17,6.25
106,2026-01-09,Uniswap MM,unichain,WBTC/USDC,12.13,6.25
107,2026-01-09,Uniswap MM,mainnet,WBTC/USDT,13.9,6.25
108,2026-01-09,Uniswap MM,unichain,WBTC/USDT,6.55,6.25
109,2026-01-10,Pendle LP,ethereum,PT-reUSDe-25JUN2026,15.59,20
110,2026-01-10,Pendle LP,ethereum,PT-sNUSD-5MAR2026,14.39,20
111,2026-01-10,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,20
112,2026-01-10,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,20
113,2026-01-10,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,20
114,2026-01-11,Pendle LP,ethereum,PT-reUSDe-25JUN2026,15.71,11.11
115,2026-01-11,Pendle LP,ethereum,PT-sNUSD-5MAR2026,14.25,11.11
116,2026-01-11,Pendle LP,ethereum,PT-srUSDe-2APR2026,6.5,11.11
117,2026-01-11,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,11.11
118,2026-01-11,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,11.11
119,2026-01-11,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,11.11
120,2026-01-11,Uniswap MM,arbitrum,ETH/USDC,13.16,11.11
121,2026-01-11,Uniswap MM,mainnet,ETH/USDC,7.2,11.11
122,2026-01-11,Uniswap MM,arbitrum,WBTC/USDC,9.69,11.11
123,2026-01-12,Pendle LP,ethereum,PT-reUSDe-25JUN2026,15.59,7.69
124,2026-01-12,Pendle LP,ethereum,PT-sNUSD-5MAR2026,13.79,7.69
125,2026-01-12,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,7.69
126,2026-01-12,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,7.69
127,2026-01-12,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,7.69
128,2026-01-12,Uniswap MM,arbitrum,ETH/USDC,43.79,7.69
129,2026-01-12,Uniswap MM,mainnet,ETH/USDC,21.48,7.69
130,2026-01-12,Uniswap MM,arbitrum,ETH/USDT,13.89,7.69
131,2026-01-12,Uniswap MM,mainnet,ETH/USDT,8.3,7.69
132,2026-01-12,Uniswap MM,arbitrum,WBTC/USDC,41.41,7.69
133,2026-01-12,Uniswap MM,mainnet,WBTC/USDC,9.27,7.69
134,2026-01-12,Uniswap MM,unichain,WBTC/USDC,13.24,7.69
135,2026-01-12,Uniswap MM,mainnet,WBTC/USDT,17.62,7.69
136,2026-01-13,Pendle LP,ethereum,PT-reUSDe-25JUN2026,16.13,6.67
137,2026-01-13,Pendle LP,ethereum,PT-sNUSD-5MAR2026,13.61,6.67
138,2026-01-13,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,6.67
139,2026-01-13,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,6.67
140,2026-01-13,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,6.67
141,2026-01-13,Uniswap MM,arbitrum,ETH/USDC,48.72,6.67
142,2026-01-13,Uniswap MM,mainnet,ETH/USDC,29.94,6.67
143,2026-01-13,Uniswap MM,unichain,ETH/USDC,8.1,6.67
144,2026-01-13,Uniswap MM,arbitrum,ETH/USDT,21.55,6.67
145,2026-01-13,Uniswap MM,mainnet,ETH/USDT,9.71,6.67
146,2026-01-13,Uniswap MM,arbitrum,WBTC/USDC,46.23,6.67
147,2026-01-13,Uniswap MM,mainnet,WBTC/USDC,8.3,6.67
148,2026-01-13,Uniswap MM,unichain,WBTC/USDC,14.31,6.67
149,2026-01-13,Uniswap MM,mainnet,WBTC/USDT,34.75,6.67
150,2026-01-13,Uniswap MM,unichain,WBTC/USDT,7.67,6.67
151,2026-01-14,Pendle LP,ethereum,PT-reUSDe-25JUN2026,16.35,7.14
152,2026-01-14,Pendle LP,ethereum,PT-sNUSD-5MAR2026,13.41,7.14
153,2026-01-14,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,7.14
154,2026-01-14,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,7.14
155,2026-01-14,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,7.14
156,2026-01-14,Uniswap MM,arbitrum,ETH/USDC,52.29,7.14
157,2026-01-14,Uniswap MM,mainnet,ETH/USDC,29.41,7.14
158,2026-01-14,Uniswap MM,unichain,ETH/USDC,8.44,7.14
159,2026-01-14,Uniswap MM,arbitrum,ETH/USDT,23.96,7.14
160,2026-01-14,Uniswap MM,mainnet,ETH/USDT,8.31,7.14
161,2026-01-14,Uniswap MM,arbitrum,WBTC/USDC,32.6,7.14
162,2026-01-14,Uniswap MM,unichain,WBTC/USDC,11.36,7.14
163,2026-01-14,Uniswap MM,mainnet,WBTC/USDT,14.3,7.14
164,2026-01-14,Uniswap MM,unichain,WBTC/USDT,8.83,7.14
165,2026-01-15,Pendle LP,ethereum,PT-reUSDe-25JUN2026,14.77,7.14
166,2026-01-15,Pendle LP,ethereum,PT-sNUSD-5MAR2026,13.65,7.14
167,2026-01-15,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,7.14
168,2026-01-15,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,7.14
169,2026-01-15,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,7.14
170,2026-01-15,Uniswap MM,arbitrum,ETH/USDC,47.72,7.14
171,2026-01-15,Uniswap MM,mainnet,ETH/USDC,34.78,7.14
172,2026-01-15,Uniswap MM,unichain,ETH/USDC,7.21,7.14
173,2026-01-15,Uniswap MM,arbitrum,ETH/USDT,21.5,7.14
174,2026-01-15,Uniswap MM,mainnet,ETH/USDT,7.53,7.14
175,2026-01-15,Uniswap MM,arbitrum,WBTC/USDC,32.86,7.14
176,2026-01-15,Uniswap MM,unichain,WBTC/USDC,11.69,7.14
177,2026-01-15,Uniswap MM,mainnet,WBTC/USDT,13.07,7.14
178,2026-01-15,Uniswap MM,unichain,WBTC/USDT,8.13,7.14
179,2026-01-16,Pendle LP,ethereum,PT-reUSDe-25JUN2026,14.73,11.11
180,2026-01-16,Pendle LP,ethereum,PT-sNUSD-5MAR2026,13.52,11.11
181,2026-01-16,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,11.11
182,2026-01-16,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,11.11
183,2026-01-16,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,11.11
184,2026-01-16,Uniswap MM,arbitrum,ETH/USDC,26.03,11.11
185,2026-01-16,Uniswap MM,mainnet,ETH/USDC,14.93,11.11
186,2026-01-16,Uniswap MM,arbitrum,ETH/USDT,10.24,11.11
187,2026-01-16,Uniswap MM,arbitrum,WBTC/USDC,22.17,11.11
188,2026-01-17,Pendle LP,ethereum,PT-reUSDe-25JUN2026,14.69,16.67
189,2026-01-17,Pendle LP,ethereum,PT-sNUSD-5MAR2026,13.38,16.67
190,2026-01-17,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,16.67
191,2026-01-17,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,16.67
192,2026-01-17,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,16.67
193,2026-01-17,Uniswap MM,arbitrum,ETH/USDC,6.78,16.67
194,2026-01-18,Pendle LP,ethereum,PT-reUSDe-25JUN2026,14.59,11.11
195,2026-01-18,Pendle LP,ethereum,PT-sNUSD-5MAR2026,13.21,11.11
196,2026-01-18,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,11.11
197,2026-01-18,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,11.11
198,2026-01-18,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,11.11
199,2026-01-18,Uniswap MM,arbitrum,ETH/USDC,16.4,11.11
200,2026-01-18,Uniswap MM,mainnet,ETH/USDC,12.55,11.11
201,2026-01-18,Uniswap MM,arbitrum,ETH/USDT,7.57,11.11
202,2026-01-18,Uniswap MM,arbitrum,WBTC/USDC,11.95,11.11
203,2026-01-19,Pendle LP,ethereum,PT-reUSDe-25JUN2026,14.54,8.33
204,2026-01-19,Pendle LP,ethereum,PT-sNUSD-5MAR2026,13.01,8.33
205,2026-01-19,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,8.33
206,2026-01-19,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,8.33
207,2026-01-19,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,8.33
208,2026-01-19,Uniswap MM,arbitrum,ETH/USDC,39.29,8.33
209,2026-01-19,Uniswap MM,mainnet,ETH/USDC,15.44,8.33
210,2026-01-19,Uniswap MM,arbitrum,ETH/USDT,22.76,8.33
211,2026-01-19,Uniswap MM,mainnet,ETH/USDT,29.99,8.33
212,2026-01-19,Uniswap MM,arbitrum,WBTC/USDC,31.22,8.33
213,2026-01-19,Uniswap MM,unichain,WBTC/USDC,8.36,8.33
214,2026-01-19,Uniswap MM,mainnet,WBTC/USDT,12.47,8.33
215,2026-01-20,Pendle LP,ethereum,PT-reUSDe-25JUN2026,18.91,6.67
216,2026-01-20,Pendle LP,ethereum,PT-sNUSD-5MAR2026,12.93,6.67
217,2026-01-20,Pendle LP,arbitrum,PT-weETH-25JUN2026,10,6.67
218,2026-01-20,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,6.67
219,2026-01-20,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,6.67
220,2026-01-20,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,6.67
221,2026-01-20,Uniswap MM,arbitrum,ETH/USDC,55.9,6.67
222,2026-01-20,Uniswap MM,mainnet,ETH/USDC,22.94,6.67
223,2026-01-20,Uniswap MM,unichain,ETH/USDC,8.47,6.67
224,2026-01-20,Uniswap MM,arbitrum,ETH/USDT,38.35,6.67
225,2026-01-20,Uniswap MM,mainnet,ETH/USDT,14.42,6.67
226,2026-01-20,Uniswap MM,arbitrum,WBTC/USDC,54.6,6.67
227,2026-01-20,Uniswap MM,unichain,WBTC/USDC,14.13,6.67
228,2026-01-20,Uniswap MM,mainnet,WBTC/USDT,16.09,6.67
229,2026-01-20,Uniswap MM,unichain,WBTC/USDT,8.76,6.67
230,2026-01-21,Pendle LP,ethereum,PT-reUSDe-25JUN2026,18.72,6.25
231,2026-01-21,Pendle LP,ethereum,PT-sNUSD-5MAR2026,13.05,6.25
232,2026-01-21,Pendle LP,arbitrum,PT-weETH-25JUN2026,9.93,6.25
233,2026-01-21,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,6.25
234,2026-01-21,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,6.25
235,2026-01-21,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,6.25
236,2026-01-21,Uniswap MM,arbitrum,ETH/USDC,53.79,6.25
237,2026-01-21,Uniswap MM,mainnet,ETH/USDC,33.68,6.25
238,2026-01-21,Uniswap MM,unichain,ETH/USDC,9.07,6.25
239,2026-01-21,Uniswap MM,arbitrum,ETH/USDT,32.74,6.25
240,2026-01-21,Uniswap MM,mainnet,ETH/USDT,22.49,6.25
241,2026-01-21,Uniswap MM,arbitrum,WBTC/USDC,65.79,6.25
242,2026-01-21,Uniswap MM,mainnet,WBTC/USDC,11.91,6.25
243,2026-01-21,Uniswap MM,unichain,WBTC/USDC,22.46,6.25
244,2026-01-21,Uniswap MM,mainnet,WBTC/USDT,25.49,6.25
245,2026-01-21,Uniswap MM,unichain,WBTC/USDT,10.94,6.25
246,2026-01-22,Pendle LP,ethereum,PT-reUSDe-25JUN2026,20.84,7.69
247,2026-01-22,Pendle LP,ethereum,PT-sNUSD-5MAR2026,12.26,7.69
248,2026-01-22,Pendle LP,arbitrum,PT-weETH-25JUN2026,10.36,7.69
249,2026-01-22,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,7.69
250,2026-01-22,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,7.69
251,2026-01-22,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,7.69
252,2026-01-22,Uniswap MM,arbitrum,ETH/USDC,31.54,7.69
253,2026-01-22,Uniswap MM,mainnet,ETH/USDC,17.26,7.69
254,2026-01-22,Uniswap MM,arbitrum,ETH/USDT,25.03,7.69
255,2026-01-22,Uniswap MM,mainnet,ETH/USDT,12.55,7.69
256,2026-01-22,Uniswap MM,arbitrum,WBTC/USDC,32.97,7.69
257,2026-01-22,Uniswap MM,unichain,WBTC/USDC,7.13,7.69
258,2026-01-22,Uniswap MM,mainnet,WBTC/USDT,14.63,7.69
259,2026-01-23,Pendle LP,ethereum,PT-reUSDe-25JUN2026,20.62,7.14
260,2026-01-23,Pendle LP,ethereum,PT-sNUSD-5MAR2026,12.35,7.14
261,2026-01-23,Pendle LP,arbitrum,PT-weETH-25JUN2026,10.07,7.14
262,2026-01-23,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,7.14
263,2026-01-23,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,7.14
264,2026-01-23,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,7.14
265,2026-01-23,Uniswap MM,arbitrum,ETH/USDC,27.87,7.14
266,2026-01-23,Uniswap MM,mainnet,ETH/USDC,13.7,7.14
267,2026-01-23,Uniswap MM,arbitrum,ETH/USDT,20.52,7.14
268,2026-01-23,Uniswap MM,mainnet,ETH/USDT,12,7.14
269,2026-01-23,Uniswap MM,arbitrum,WBTC/USDC,33.99,7.14
270,2026-01-23,Uniswap MM,mainnet,WBTC/USDC,7.63,7.14
271,2026-01-23,Uniswap MM,unichain,WBTC/USDC,10.55,7.14
272,2026-01-23,Uniswap MM,mainnet,WBTC/USDT,12.17,7.14
273,2026-01-24,Pendle LP,ethereum,PT-reUSDe-25JUN2026,20.47,16.67
274,2026-01-24,Pendle LP,ethereum,PT-sNUSD-5MAR2026,12.53,16.67
275,2026-01-24,Pendle LP,arbitrum,PT-weETH-25JUN2026,10.06,16.67
276,2026-01-24,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,16.67
277,2026-01-24,Pendle PT,ethereum,PT-sNUSD-5MAR2026,13.57,16.67
278,2026-01-24,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,16.67
